DonationID,AlumniID,DonationAmount,DonationType,DonationMethod,DonationDate,Purpose,IsAnonymous,TaxDeductible,RecurringFrequency,Status
DON000522,ALM02210,399,In-Kind,Credit Card,2024-06-04,Research,False,True,,Completed
DON000523,ALM01491,10000,Major Gift,Credit Card,2025-10-24,Endowment,True,True,,Completed
DON000524,ALM01652,56,Major Gift,Bank Transfer,2025-01-05,General Fund,False,True,,Completed
DON000525,ALM02839,102,Recurring Monthly,Stock,2025-02-28,Scholarship,False,True,,Completed
DON000526,ALM03024,414,Recurring Monthly,Bank Transfer,2025-05-26,Scholarship,False,True,Quarterly,Completed
DON000527,ALM00556,375,One-Time Gift,Bank Transfer,2025-04-03,General Fund,True,True,,Completed
DON000528,ALM01210,279,One-Time Gift,Wire Transfer,2025-05-06,Infrastructure,False,True,,Completed
DON000529,ALM00578,88,In-Kind,Stock,2024-10-24,Infrastructure,False,True,,Completed
DON000530,ALM00749,25000,In-Kind,Bank Transfer,2023-12-08,Infrastructure,False,True,,Pending
DON000531,ALM01878,188,One-Time Gift,Stock,2024-03-18,Endowment,False,True,,Completed
DON000532,ALM01042,250000,One-Time Gift,Credit Card,2024-10-23,Endowment,False,True,Annual,Completed
DON000533,ALM02553,194,Recurring Monthly,Stock,2024-11-28,Infrastructure,False,True,,Completed
DON000534,ALM02946,486,Major Gift,Credit Card,2025-08-06,Infrastructure,True,True,,Completed
DON000535,ALM02680,370,In-Kind,Credit Card,2024-08-20,Research,False,True,Monthly,Completed
DON000536,ALM01290,25000,Recurring Monthly,Wire Transfer,2024-06-01,Infrastructure,False,True,,Completed
DON000537,ALM00094,229,In-Kind,Wire Transfer,2025-08-04,Endowment,False,True,,Pending
DON000538,ALM00959,250000,One-Time Gift,Wire Transfer,2024-03-26,Endowment,False,True,,Completed
DON000539,ALM03226,159,In-Kind,Wire Transfer,2024-06-18,Infrastructure,False,True,Quarterly,Completed
DON000540,ALM00852,395,Recurring Monthly,Bank Transfer,2024-04-09,Research,False,True,,Completed
DON000541,ALM03414,291,Pledge,Check,2025-03-02,Research,False,True,,Completed
DON000542,ALM00331,100000,Major Gift,Bank Transfer,2025-03-16,Infrastructure,False,True,,Completed
DON000543,ALM00965,343,Recurring Monthly,Check,2025-05-25,Infrastructure,False,True,Annual,Completed
DON000544,ALM02532,10000,In-Kind,Check,2025-03-07,Endowment,False,True,,Completed
DON000545,ALM03309,74,Recurring Monthly,Stock,2024-06-04,Scholarship,False,True,,Completed
DON000546,ALM00552,100000,Recurring Monthly,Credit Card,2025-04-07,Infrastructure,False,True,Monthly,Completed
DON000547,ALM02844,100000,Recurring Monthly,Credit Card,2024-04-07,Infrastructure,False,True,,Completed
DON000548,ALM01710,283,Major Gift,Bank Transfer,2025-04-01,Infrastructure,False,True,,Pending
DON000549,ALM00572,100000,In-Kind,Credit Card,2024-06-03,Infrastructure,False,True,Monthly,Completed
DON000550,ALM02132,92,One-Time Gift,Credit Card,2025-07-12,Infrastructure,False,True,Annual,Completed
DON000551,ALM02820,336,Pledge,Stock,2025-01-05,Scholarship,False,True,Monthly,Completed
DON000552,ALM00414,423,Pledge,Wire Transfer,2024-08-24,Scholarship,False,True,,Completed
DON000553,ALM01790,10000,One-Time Gift,Credit Card,2024-04-14,Scholarship,False,True,,Completed
DON000554,ALM01360,100000,Pledge,Check,2024-06-25,General Fund,False,True,,Completed
DON000555,ALM02809,250000,Major Gift,Wire Transfer,2025-09-15,Research,True,True,Monthly,Completed
DON000556,ALM01154,50000,Major Gift,Stock,2025-10-19,Infrastructure,False,True,,Completed
DON000557,ALM03312,419,In-Kind,Wire Transfer,2024-06-24,Scholarship,False,True,,Completed
DON000558,ALM02322,100000,Recurring Monthly,Check,2025-08-15,Research,False,True,,Pending
DON000559,ALM00996,10000,Pledge,Bank Transfer,2025-03-06,Research,False,True,Monthly,Completed
DON000560,ALM00406,263,One-Time Gift,Check,2024-03-09,General Fund,False,True,,Completed
DON000561,ALM01359,203,Major Gift,Wire Transfer,2025-03-22,Infrastructure,False,True,,Completed
DON000562,ALM02875,50000,Major Gift,Bank Transfer,2023-12-09,Scholarship,False,True,,Pending
DON000563,ALM00746,414,In-Kind,Stock,2024-01-09,Scholarship,False,True,,Completed
DON000564,ALM02869,102,Recurring Monthly,Stock,2024-02-10,Endowment,False,True,,Completed
DON000565,ALM01687,250000,One-Time Gift,Bank Transfer,2024-09-06,Research,False,True,,Completed
DON000566,ALM01435,438,In-Kind,Credit Card,2025-08-06,Endowment,False,True,Quarterly,Completed
DON000567,ALM02136,235,Major Gift,Check,2025-01-22,Research,False,True,,Completed
DON000568,ALM01399,25000,Pledge,Wire Transfer,2025-06-03,Endowment,False,True,Monthly,Completed
DON000569,ALM03030,50000,Major Gift,Stock,2024-12-21,Endowment,False,True,Monthly,Completed
DON000570,ALM01535,100000,Major Gift,Stock,2023-12-15,Endowment,False,False,,Completed
DON000571,ALM00977,424,Recurring Monthly,Stock,2024-12-18,General Fund,False,True,Annual,Completed
DON000572,ALM02173,250000,Recurring Monthly,Wire Transfer,2024-02-24,Scholarship,False,True,,Completed
DON000573,ALM01817,50000,Recurring Monthly,Credit Card,2023-12-11,Endowment,False,False,Monthly,Completed
DON000574,ALM03454,25000,Major Gift,Bank Transfer,2024-10-13,Endowment,False,True,Quarterly,Completed
DON000575,ALM02090,419,Pledge,Bank Transfer,2024-10-13,Endowment,False,True,,Completed
DON000576,ALM01327,199,Major Gift,Bank Transfer,2024-09-01,Research,False,True,,Completed
DON000577,ALM02163,479,Recurring Monthly,Credit Card,2024-05-11,Research,False,True,,Completed
DON000578,ALM00638,100000,Pledge,Bank Transfer,2024-06-24,Scholarship,False,True,,Completed
DON000579,ALM03118,78,Recurring Monthly,Check,2025-05-21,Research,False,True,,Completed
DON000580,ALM03140,336,One-Time Gift,Check,2025-06-30,Endowment,False,True,,Completed
DON000581,ALM02406,25000,In-Kind,Credit Card,2024-11-24,Endowment,False,True,,Completed
DON000582,ALM00408,138,Major Gift,Stock,2024-02-12,Research,False,True,,Completed
DON000583,ALM02321,98,Recurring Monthly,Wire Transfer,2024-07-27,Infrastructure,False,True,,Completed
DON000584,ALM00876,434,In-Kind,Credit Card,2024-04-21,Scholarship,False,True,,Completed
DON000585,ALM01923,444,Pledge,Wire Transfer,2024-01-23,Infrastructure,False,True,,Completed
DON000586,ALM03298,65,Recurring Monthly,Bank Transfer,2024-03-21,Infrastructure,False,True,,Completed
DON000587,ALM03147,133,One-Time Gift,Stock,2025-04-22,Endowment,False,True,,Completed
DON000588,ALM02929,100000,Pledge,Check,2025-10-14,Infrastructure,False,True,,Completed
DON000589,ALM00852,349,Pledge,Check,2024-11-04,Scholarship,False,True,,Completed
DON000590,ALM02337,259,Pledge,Bank Transfer,2024-04-09,Endowment,False,False,,Completed
DON000591,ALM00299,260,Recurring Monthly,Check,2024-07-26,Scholarship,False,True,Quarterly,Completed
DON000592,ALM01138,25000,Major Gift,Check,2024-08-14,Infrastructure,False,True,,Completed
DON000593,ALM00427,234,One-Time Gift,Stock,2025-03-24,Scholarship,False,True,,Completed
DON000594,ALM03313,25000,Recurring Monthly,Stock,2025-04-22,Research,False,True,Annual,Completed
DON000595,ALM03131,160,One-Time Gift,Stock,2024-04-01,Research,False,True,,Declined
DON000596,ALM00934,50000,Major Gift,Credit Card,2025-08-05,Research,False,True,,Completed
DON000597,ALM00522,259,Recurring Monthly,Bank Transfer,2025-01-11,Infrastructure,False,True,,Completed
DON000598,ALM00807,438,One-Time Gift,Credit Card,2024-11-06,Research,False,True,,Completed
DON000599,ALM03010,250000,Major Gift,Bank Transfer,2025-07-22,Scholarship,False,True,,Completed
DON000600,ALM02489,105,Recurring Monthly,Check,2025-08-15,Endowment,True,True,,Completed
DON000601,ALM03238,10000,Pledge,Stock,2025-05-08,Endowment,False,True,,Completed
DON000602,ALM02436,25000,One-Time Gift,Stock,2025-09-26,Research,False,True,,Completed
DON000603,ALM02356,431,In-Kind,Stock,2025-05-15,Scholarship,False,True,,Completed
DON000604,ALM03423,475,Recurring Monthly,Stock,2025-08-14,Scholarship,True,True,,Completed
DON000605,ALM00260,250000,Recurring Monthly,Stock,2025-02-03,General Fund,False,True,,Completed
DON000606,ALM01304,10000,Recurring Monthly,Bank Transfer,2024-02-09,General Fund,False,True,,Completed
DON000607,ALM02311,465,Recurring Monthly,Wire Transfer,2025-08-10,Endowment,False,True,,Completed
DON000608,ALM02330,316,One-Time Gift,Stock,2024-08-31,General Fund,False,True,,Completed
DON000609,ALM02591,250000,In-Kind,Wire Transfer,2024-02-10,General Fund,False,True,,Completed
DON000610,ALM03482,434,Recurring Monthly,Credit Card,2025-07-12,Research,False,False,,Pending
DON000611,ALM02557,100000,Major Gift,Check,2024-07-26,Research,False,True,Quarterly,Completed
DON000612,ALM02874,250000,Recurring Monthly,Bank Transfer,2024-11-08,Research,False,True,,Completed
DON000613,ALM01355,68,One-Time Gift,Credit Card,2025-08-07,Infrastructure,False,True,,Completed
DON000614,ALM01392,480,Major Gift,Check,2024-05-08,General Fund,False,True,,Completed
DON000615,ALM03244,10000,In-Kind,Credit Card,2025-02-28,Scholarship,False,True,Quarterly,Completed
DON000616,ALM03132,313,In-Kind,Wire Transfer,2024-05-13,Infrastructure,True,True,Quarterly,Completed
DON000617,ALM02644,308,Major Gift,Wire Transfer,2024-12-08,General Fund,False,True,,Completed
DON000618,ALM03144,129,Recurring Monthly,Credit Card,2024-08-09,General Fund,False,True,,Completed
DON000619,ALM00111,404,Pledge,Stock,2025-05-09,Infrastructure,False,True,,Declined
DON000620,ALM00187,419,Pledge,Wire Transfer,2025-05-13,Research,False,True,,Completed
DON000621,ALM00711,275,Major Gift,Credit Card,2024-02-26,General Fund,False,True,,Completed
DON000622,ALM03375,25000,Pledge,Wire Transfer,2024-02-21,Endowment,False,True,,Completed
DON000623,ALM01801,227,Major Gift,Bank Transfer,2024-11-07,Infrastructure,True,True,,Completed
DON000624,ALM03347,293,Pledge,Bank Transfer,2024-10-04,General Fund,True,True,Monthly,Completed
DON000625,ALM01534,50000,In-Kind,Bank Transfer,2024-09-14,Infrastructure,False,True,Monthly,Completed
DON000626,ALM00249,100000,Major Gift,Check,2025-08-05,Infrastructure,False,True,,Completed
DON000627,ALM00384,118,Pledge,Credit Card,2025-09-18,Endowment,False,True,Monthly,Completed
DON000628,ALM00422,252,One-Time Gift,Wire Transfer,2024-03-16,Endowment,False,True,Monthly,Completed
DON000629,ALM03254,191,One-Time Gift,Stock,2025-09-01,Research,False,True,,Completed
DON000630,ALM02759,356,Major Gift,Credit Card,2025-04-23,General Fund,False,True,,Completed
DON000631,ALM01970,307,In-Kind,Check,2025-10-22,Infrastructure,False,True,Quarterly,Completed
DON000632,ALM01521,350,One-Time Gift,Wire Transfer,2024-04-13,Scholarship,False,True,Monthly,Completed
DON000633,ALM01294,294,Pledge,Bank Transfer,2024-11-04,Scholarship,False,True,Annual,Completed
DON000634,ALM01878,51,Major Gift,Check,2025-08-22,Endowment,True,True,Monthly,Completed
DON000635,ALM02738,10000,Major Gift,Credit Card,2025-01-25,Scholarship,False,True,Quarterly,Completed
DON000636,ALM00275,220,Recurring Monthly,Wire Transfer,2025-01-05,General Fund,False,True,,Completed
DON000637,ALM00683,25000,Recurring Monthly,Bank Transfer,2024-10-26,Research,False,True,,Completed
DON000638,ALM02536,273,Recurring Monthly,Wire Transfer,2025-09-28,General Fund,False,True,,Completed
DON000639,ALM01312,100000,Pledge,Wire Transfer,2024-10-15,Endowment,False,True,Quarterly,Completed
DON000640,ALM01590,165,In-Kind,Check,2024-07-21,General Fund,False,True,,Completed
DON000641,ALM00122,114,Major Gift,Check,2024-07-11,Research,False,True,,Declined
DON000642,ALM02021,100000,Recurring Monthly,Bank Transfer,2024-08-29,Infrastructure,False,False,Monthly,Pending
DON000643,ALM00864,180,One-Time Gift,Bank Transfer,2025-05-25,Infrastructure,False,True,,Completed
DON000644,ALM00613,240,Major Gift,Stock,2025-04-09,Endowment,False,True,,Pending
DON000645,ALM03388,25000,One-Time Gift,Bank Transfer,2023-11-11,Scholarship,False,True,,Completed
DON000646,ALM02486,363,Major Gift,Credit Card,2025-06-26,Endowment,False,True,,Completed
DON000647,ALM01578,10000,One-Time Gift,Bank Transfer,2025-10-15,Endowment,False,True,,Completed
DON000648,ALM00963,100000,Major Gift,Stock,2025-08-17,Scholarship,False,True,,Completed
DON000649,ALM00918,50000,Major Gift,Stock,2024-06-05,Endowment,False,True,,Completed
DON000650,ALM00986,10000,One-Time Gift,Stock,2025-04-01,Infrastructure,True,True,,Completed
DON000651,ALM02071,25000,Major Gift,Credit Card,2024-05-22,Scholarship,False,True,,Completed
DON000652,ALM01198,271,Major Gift,Wire Transfer,2025-03-18,Research,False,True,Monthly,Completed
DON000653,ALM03467,125,One-Time Gift,Wire Transfer,2025-10-24,General Fund,True,False,,Completed
DON000654,ALM03268,189,Pledge,Bank Transfer,2025-03-20,Endowment,False,True,,Completed
DON000655,ALM00979,431,Recurring Monthly,Bank Transfer,2024-07-15,General Fund,False,True,Annual,Completed
DON000656,ALM01308,112,One-Time Gift,Wire Transfer,2024-08-05,Scholarship,True,True,,Completed
DON000657,ALM00486,412,Pledge,Credit Card,2025-05-03,Infrastructure,False,True,,Completed
DON000658,ALM03179,296,Recurring Monthly,Stock,2024-11-24,Scholarship,False,True,,Completed
DON000659,ALM03008,250000,Major Gift,Bank Transfer,2025-08-09,Endowment,False,True,,Completed
DON000660,ALM01975,62,Pledge,Wire Transfer,2024-10-06,General Fund,False,True,,Completed
DON000661,ALM00222,458,Recurring Monthly,Bank Transfer,2024-07-21,Endowment,False,True,,Completed
DON000662,ALM03395,479,One-Time Gift,Check,2025-04-28,Endowment,False,True,,Completed
DON000663,ALM00285,100000,In-Kind,Check,2024-10-18,Research,False,True,,Pending
DON000664,ALM00771,100000,Pledge,Check,2024-03-25,Infrastructure,False,True,,Completed
DON000665,ALM00321,156,In-Kind,Bank Transfer,2025-02-11,Research,False,True,,Completed
DON000666,ALM00460,302,Major Gift,Bank Transfer,2025-02-11,Research,False,True,,Completed
DON000667,ALM01033,161,Pledge,Stock,2024-11-02,General Fund,False,False,,Completed
DON000668,ALM02179,25000,Major Gift,Wire Transfer,2024-04-09,General Fund,False,True,,Completed
DON000669,ALM01760,231,Pledge,Check,2024-05-14,General Fund,False,True,,Completed
DON000670,ALM01905,131,Recurring Monthly,Credit Card,2024-09-17,Research,False,True,,Completed
DON000671,ALM00982,250000,One-Time Gift,Wire Transfer,2024-01-30,General Fund,False,True,,Completed
DON000672,ALM02277,121,Recurring Monthly,Stock,2024-04-29,Endowment,False,True,,Completed
DON000673,ALM01709,25000,Pledge,Credit Card,2025-08-04,Endowment,False,True,,Declined
DON000674,ALM01684,140,In-Kind,Wire Transfer,2025-08-01,Endowment,False,True,,Completed
DON000675,ALM01083,434,Recurring Monthly,Bank Transfer,2024-02-20,Infrastructure,False,True,,Completed
DON000676,ALM02853,102,Major Gift,Bank Transfer,2025-04-12,General Fund,False,True,,Declined
DON000677,ALM03372,464,Major Gift,Check,2024-12-18,Infrastructure,False,True,,Completed
DON000678,ALM01533,291,Pledge,Wire Transfer,2025-07-06,Endowment,False,True,,Completed
DON000679,ALM00579,10000,In-Kind,Stock,2025-05-11,Infrastructure,False,True,,Completed
DON000680,ALM01940,404,Recurring Monthly,Credit Card,2025-06-27,Infrastructure,False,True,,Completed
DON000681,ALM03484,122,One-Time Gift,Stock,2023-11-17,Research,False,True,,Completed
DON000682,ALM01199,178,Major Gift,Credit Card,2024-09-19,Scholarship,False,True,,Completed
DON000683,ALM01354,10000,Pledge,Bank Transfer,2024-05-10,Scholarship,False,True,,Completed
DON000684,ALM03263,278,Recurring Monthly,Bank Transfer,2024-02-29,Infrastructure,False,True,,Pending
DON000685,ALM02804,151,In-Kind,Stock,2023-12-09,General Fund,False,True,Monthly,Completed
DON000686,ALM03179,439,Recurring Monthly,Stock,2024-03-04,Research,True,True,Quarterly,Completed
DON000687,ALM02401,113,In-Kind,Credit Card,2024-12-31,General Fund,False,True,,Completed
DON000688,ALM01273,325,Recurring Monthly,Credit Card,2024-05-31,Scholarship,False,True,,Completed
DON000689,ALM00935,250000,Pledge,Credit Card,2024-09-08,Research,False,True,,Completed
DON000690,ALM00223,193,Pledge,Bank Transfer,2023-12-01,Endowment,False,True,,Completed
DON000691,ALM00956,374,Major Gift,Credit Card,2025-07-01,Infrastructure,False,True,,Completed
DON000692,ALM02775,10000,Pledge,Stock,2025-05-04,Scholarship,False,True,Monthly,Completed
DON000693,ALM03155,380,In-Kind,Credit Card,2025-08-31,General Fund,False,True,,Completed
DON000694,ALM00589,330,Pledge,Credit Card,2024-01-03,Infrastructure,False,True,Monthly,Completed
DON000695,ALM03497,56,Recurring Monthly,Check,2024-02-12,Infrastructure,False,True,,Completed
DON000696,ALM00988,162,Major Gift,Bank Transfer,2025-06-08,General Fund,False,True,,Completed
DON000697,ALM02032,353,One-Time Gift,Stock,2024-02-22,Endowment,False,True,Annual,Completed
DON000698,ALM00282,413,One-Time Gift,Credit Card,2025-08-24,Research,False,True,Monthly,Completed
DON000699,ALM01359,240,Recurring Monthly,Credit Card,2023-12-27,Infrastructure,False,True,,Completed
DON000700,ALM01561,10000,Major Gift,Check,2025-06-04,Endowment,True,True,Monthly,Completed
DON000701,ALM01075,265,Pledge,Stock,2025-05-07,Endowment,True,True,,Completed
DON000702,ALM02651,247,In-Kind,Wire Transfer,2024-07-14,Scholarship,False,True,,Completed
DON000703,ALM02866,384,Recurring Monthly,Stock,2024-09-21,Endowment,False,True,,Completed
DON000704,ALM03097,201,In-Kind,Bank Transfer,2024-11-26,Infrastructure,False,True,,Completed
DON000705,ALM00753,411,Pledge,Stock,2023-12-14,Scholarship,False,True,,Completed
DON000706,ALM02535,204,Major Gift,Credit Card,2024-05-13,General Fund,True,True,Quarterly,Completed
DON000707,ALM00193,25000,Recurring Monthly,Stock,2024-12-24,Infrastructure,False,True,,Declined
DON000708,ALM01980,300,In-Kind,Stock,2024-06-27,Scholarship,False,True,Monthly,Completed
DON000709,ALM01921,326,In-Kind,Bank Transfer,2025-08-26,Scholarship,False,True,,Pending
DON000710,ALM02403,100000,Recurring Monthly,Wire Transfer,2025-03-12,General Fund,False,True,,Completed
DON000711,ALM03370,130,Major Gift,Bank Transfer,2025-09-28,Research,False,True,Annual,Completed
DON000712,ALM01313,65,Recurring Monthly,Check,2024-12-09,Scholarship,False,True,,Completed
DON000713,ALM01192,415,Pledge,Stock,2025-06-13,General Fund,False,True,,Completed
DON000714,ALM00937,471,In-Kind,Bank Transfer,2025-05-24,Research,False,True,Quarterly,Completed
DON000715,ALM01591,381,Recurring Monthly,Bank Transfer,2024-02-12,Endowment,False,True,,Completed
DON000716,ALM03205,250000,Major Gift,Check,2025-04-18,Endowment,False,True,,Completed
DON000717,ALM01012,321,Recurring Monthly,Wire Transfer,2024-09-30,Scholarship,False,True,,Completed
DON000718,ALM02855,154,Major Gift,Credit Card,2024-11-21,Infrastructure,False,True,,Pending
DON000719,ALM03439,117,Major Gift,Bank Transfer,2024-04-25,Infrastructure,False,True,,Completed
DON000720,ALM00064,334,Major Gift,Credit Card,2023-11-10,Infrastructure,False,False,,Completed
DON000721,ALM00757,461,In-Kind,Bank Transfer,2024-02-02,General Fund,True,False,,Completed
DON000722,ALM00495,163,One-Time Gift,Wire Transfer,2025-07-24,Infrastructure,False,True,,Completed
DON000723,ALM03483,364,One-Time Gift,Wire Transfer,2025-06-15,General Fund,False,True,,Completed
DON000724,ALM01628,100000,Recurring Monthly,Bank Transfer,2024-01-10,Scholarship,False,True,,Completed
DON000725,ALM02009,250000,Pledge,Bank Transfer,2025-08-10,Research,True,True,,Completed
DON000726,ALM02080,25000,In-Kind,Check,2024-06-11,Infrastructure,False,True,,Completed
DON000727,ALM00810,240,One-Time Gift,Check,2025-01-09,Endowment,False,True,,Completed
DON000728,ALM01828,134,Pledge,Check,2024-06-10,General Fund,False,True,,Completed
DON000729,ALM02318,311,In-Kind,Wire Transfer,2025-10-30,Endowment,False,True,,Completed
DON000730,ALM02714,347,One-Time Gift,Check,2025-03-15,Scholarship,False,True,Annual,Completed
DON000731,ALM01856,100000,Recurring Monthly,Stock,2025-09-10,Scholarship,True,True,,Completed
DON000732,ALM00871,50000,Recurring Monthly,Stock,2025-04-03,Research,False,True,,Completed
DON000733,ALM01671,10000,One-Time Gift,Stock,2023-12-20,Endowment,False,True,,Completed
DON000734,ALM00061,55,Recurring Monthly,Wire Transfer,2025-04-27,Scholarship,False,True,Monthly,Completed
DON000735,ALM03314,272,One-Time Gift,Stock,2023-12-24,Endowment,False,True,,Completed
DON000736,ALM01373,250000,Recurring Monthly,Stock,2024-08-09,Research,True,True,Quarterly,Completed
DON000737,ALM02221,393,Pledge,Wire Transfer,2023-12-11,Scholarship,False,True,,Completed
DON000738,ALM00331,100000,One-Time Gift,Bank Transfer,2025-02-20,Infrastructure,False,True,,Completed
DON000739,ALM01924,164,One-Time Gift,Stock,2025-07-04,Infrastructure,False,True,,Completed
DON000740,ALM00051,100000,Recurring Monthly,Bank Transfer,2024-10-23,Scholarship,False,True,Monthly,Completed
DON000741,ALM03059,97,Pledge,Bank Transfer,2025-09-12,General Fund,False,True,,Completed
DON000742,ALM02816,250000,Pledge,Wire Transfer,2024-11-13,Research,False,True,,Completed
DON000743,ALM00453,322,Major Gift,Stock,2025-04-23,Scholarship,False,True,,Declined
DON000744,ALM01749,122,Recurring Monthly,Bank Transfer,2025-09-23,Infrastructure,False,True,,Completed
DON000745,ALM01963,233,Major Gift,Bank Transfer,2024-05-26,Endowment,False,True,Monthly,Completed
DON000746,ALM02009,10000,Major Gift,Credit Card,2024-02-19,Infrastructure,False,True,,Completed
DON000747,ALM03194,10000,Recurring Monthly,Bank Transfer,2024-06-24,Research,False,True,Quarterly,Completed
DON000748,ALM02912,221,Recurring Monthly,Check,2024-08-28,General Fund,False,True,,Completed
DON000749,ALM01544,125,Pledge,Credit Card,2024-01-06,Endowment,False,True,Monthly,Completed
DON000750,ALM02041,100000,Major Gift,Wire Transfer,2025-02-16,Endowment,False,True,Monthly,Completed
DON000751,ALM03151,102,One-Time Gift,Check,2023-11-16,Endowment,False,True,,Completed
DON000752,ALM02181,339,Major Gift,Wire Transfer,2025-06-28,Scholarship,False,True,,Completed
DON000753,ALM02214,25000,Pledge,Wire Transfer,2024-08-24,Scholarship,False,True,,Declined
DON000754,ALM01895,100000,Recurring Monthly,Check,2024-12-30,General Fund,False,True,,Completed
DON000755,ALM02753,343,Pledge,Bank Transfer,2024-08-13,General Fund,False,True,,Completed
DON000756,ALM00737,262,Pledge,Stock,2023-11-21,Infrastructure,False,False,,Completed
DON000757,ALM01249,359,Major Gift,Check,2025-04-14,General Fund,True,True,,Completed
DON000758,ALM02911,222,Recurring Monthly,Stock,2025-04-13,Endowment,False,False,,Completed
DON000759,ALM01293,50000,Recurring Monthly,Check,2024-06-19,Research,False,True,,Completed
DON000760,ALM01058,334,In-Kind,Bank Transfer,2024-03-21,Scholarship,False,True,,Completed
DON000761,ALM02324,214,Pledge,Check,2025-08-15,General Fund,False,True,,Completed
DON000762,ALM01548,50000,One-Time Gift,Credit Card,2025-06-04,Endowment,True,True,,Completed
DON000763,ALM03341,272,Major Gift,Check,2024-04-07,Research,False,True,,Completed
DON000764,ALM01536,50000,Pledge,Credit Card,2025-09-12,Endowment,False,True,,Completed
DON000765,ALM02645,290,One-Time Gift,Wire Transfer,2025-01-27,Scholarship,False,True,,Completed
DON000766,ALM03065,301,Major Gift,Credit Card,2025-10-31,Scholarship,False,True,,Completed
DON000767,ALM00202,77,One-Time Gift,Check,2024-05-10,Scholarship,False,True,,Completed
DON000768,ALM01402,486,In-Kind,Bank Transfer,2023-11-04,General Fund,False,True,Annual,Completed
DON000769,ALM01083,389,One-Time Gift,Stock,2025-05-03,General Fund,True,True,,Completed
DON000770,ALM01340,463,In-Kind,Wire Transfer,2024-11-24,Endowment,False,True,Annual,Completed
DON000771,ALM03436,25000,In-Kind,Wire Transfer,2024-01-28,General Fund,False,True,Monthly,Completed
DON000772,ALM01006,242,In-Kind,Bank Transfer,2025-06-20,Infrastructure,False,True,Monthly,Completed
DON000773,ALM01964,430,Major Gift,Wire Transfer,2025-09-24,Infrastructure,False,True,Monthly,Completed
DON000774,ALM02147,50000,Major Gift,Bank Transfer,2024-10-03,General Fund,False,True,,Completed
DON000775,ALM00966,100000,Pledge,Check,2023-11-19,Research,False,True,Quarterly,Completed
DON000776,ALM02921,410,Recurring Monthly,Credit Card,2023-12-24,Scholarship,False,True,,Completed
DON000777,ALM02760,25000,Major Gift,Wire Transfer,2025-01-03,Infrastructure,False,True,Quarterly,Completed
DON000778,ALM00889,25000,Major Gift,Credit Card,2025-09-09,Scholarship,False,True,,Completed
DON000779,ALM02661,308,Pledge,Check,2025-07-23,General Fund,False,True,,Completed
DON000780,ALM00178,338,In-Kind,Wire Transfer,2023-12-05,General Fund,False,True,Monthly,Completed
DON000781,ALM01318,83,Pledge,Stock,2025-09-10,Research,False,True,Monthly,Completed
DON000782,ALM00321,250,Pledge,Wire Transfer,2024-09-29,Scholarship,False,True,,Completed
DON000783,ALM02766,99,One-Time Gift,Check,2024-08-15,Infrastructure,False,True,,Completed
DON000784,ALM01316,67,Major Gift,Credit Card,2024-05-14,Endowment,False,True,,Completed
DON000785,ALM01780,204,Pledge,Credit Card,2025-01-27,Scholarship,False,True,Annual,Completed
DON000786,ALM02386,270,Recurring Monthly,Credit Card,2025-10-23,Research,False,False,,Completed
DON000787,ALM02567,422,In-Kind,Bank Transfer,2024-03-02,Research,False,True,,Completed
DON000788,ALM03135,276,One-Time Gift,Bank Transfer,2025-02-10,Infrastructure,False,True,,Completed
DON000789,ALM00355,489,Major Gift,Wire Transfer,2024-06-03,Endowment,False,True,,Completed
DON000790,ALM03020,100000,Recurring Monthly,Credit Card,2025-06-21,Research,False,True,,Completed
DON000791,ALM03017,436,Recurring Monthly,Check,2024-05-11,Research,False,True,,Completed
DON000792,ALM01504,443,Major Gift,Wire Transfer,2025-09-02,Endowment,False,True,,Completed
DON000793,ALM02762,342,Recurring Monthly,Bank Transfer,2024-07-28,General Fund,False,True,,Completed
DON000794,ALM00016,151,Major Gift,Bank Transfer,2024-09-28,Scholarship,False,True,,Completed
DON000795,ALM01339,313,Major Gift,Wire Transfer,2024-10-22,Infrastructure,False,True,,Completed
DON000796,ALM01568,235,Pledge,Stock,2024-04-27,General Fund,False,False,,Completed
DON000797,ALM02305,193,One-Time Gift,Bank Transfer,2024-04-21,Infrastructure,False,True,,Completed
DON000798,ALM02029,270,One-Time Gift,Credit Card,2024-05-18,Infrastructure,False,True,,Completed
DON000799,ALM00723,250000,Major Gift,Wire Transfer,2025-06-11,General Fund,False,True,,Completed
DON000800,ALM01189,356,One-Time Gift,Wire Transfer,2024-04-06,Infrastructure,False,True,Monthly,Completed
DON000801,ALM01581,99,Major Gift,Credit Card,2024-03-18,Scholarship,False,True,Monthly,Completed
DON000802,ALM02785,50000,In-Kind,Wire Transfer,2025-04-09,Research,False,True,,Completed
DON000803,ALM01352,50000,Recurring Monthly,Bank Transfer,2025-05-06,General Fund,False,True,,Completed
DON000804,ALM01402,336,Recurring Monthly,Credit Card,2024-04-15,Scholarship,True,True,,Completed
DON000805,ALM00054,196,Major Gift,Credit Card,2025-07-30,General Fund,False,True,,Completed
DON000806,ALM00223,301,One-Time Gift,Credit Card,2024-09-14,Infrastructure,False,True,,Completed
DON000807,ALM03105,50000,Pledge,Stock,2023-12-13,Research,False,True,Monthly,Declined
DON000808,ALM00085,344,Major Gift,Bank Transfer,2023-11-19,Infrastructure,False,True,,Completed
