EngagementID,AlumniID,EventsAttended,DonationCount,TotalAmountDonated,MentorshipsActive,VolunteerHours,ProfileCompleteness,EmailEngagementRate,LastActivityDate,EngagementScore,EngagementTier,AssignedTo,LastReviewDate
ENG000611,ALM00611,5,0,0,0,0,58,0.761,2025-08-20,4,Low,Staff_07,2025-08-24
ENG000612,ALM00612,0,0,0,0,0,30,0.792,2025-06-20,1,Low,Staff_09,2025-10-16
ENG000613,ALM00613,2,2,25240,0,0,49,0.304,2025-10-02,6,Low,Staff_02,2025-09-12
ENG000614,ALM00614,2,1,238,0,0,58,0.003,2025-10-26,3,Low,Staff_16,2025-10-15
ENG000615,ALM00615,4,1,206,0,0,49,0.774,2025-09-01,3,Low,Staff_01,2025-09-01
ENG000616,ALM00616,4,1,273,0,0,42,0.202,2025-06-24,3,Low,Staff_06,2025-09-01
ENG000617,ALM00617,2,0,0,0,0,71,0.109,2025-07-20,3,Low,Staff_04,2025-09-22
ENG000618,ALM00618,1,0,0,0,0,80,0.276,2025-07-12,3,Low,Staff_11,2025-10-04
ENG000619,ALM00619,4,0,0,0,0,72,0.358,2025-09-18,4,Low,Staff_11,2025-10-08
ENG000620,ALM00620,4,1,223,1,53,88,0.608,2025-09-03,6,Low,Staff_01,2025-10-20
ENG000621,ALM00621,3,0,0,0,0,41,0.183,2025-06-10,2,Low,Staff_18,2025-09-29
ENG000622,ALM00622,0,1,284,0,0,86,0.079,2025-07-09,3,Low,Staff_14,2025-09-10
ENG000623,ALM00623,2,0,0,1,43,74,0.218,2025-10-20,4,Low,Staff_20,2025-08-13
ENG000624,ALM00624,1,1,79,0,0,64,0.64,2025-08-28,2,Low,Staff_07,2025-09-06
ENG000625,ALM00625,0,0,0,1,82,80,0.989,2025-08-09,4,Low,Staff_11,2025-09-29
ENG000626,ALM00626,1,1,348,0,0,70,0.406,2025-07-22,2,Low,Staff_20,2025-09-10
ENG000627,ALM00627,1,1,158,0,0,82,0.225,2025-07-22,3,Low,Staff_15,2025-10-06
ENG000628,ALM00628,2,1,10000,0,0,30,0.344,2025-10-21,6,Low,Staff_01,2025-09-29
ENG000629,ALM00629,6,0,0,0,0,72,0.091,2025-07-25,5,Low,Staff_08,2025-08-11
ENG000630,ALM00630,1,0,0,0,0,76,0.676,2025-08-18,3,Low,Staff_17,2025-08-04
ENG000631,ALM00631,0,0,0,0,0,77,0.894,2025-05-28,3,Low,Staff_15,2025-08-10
ENG000632,ALM00632,1,1,303,0,0,65,0.542,2025-06-15,2,Low,Staff_01,2025-08-14
ENG000633,ALM00633,1,0,0,0,0,35,0.47,2025-09-20,1,Low,Staff_11,2025-09-04
ENG000634,ALM00634,3,0,0,0,0,59,0.53,2025-10-02,3,Low,Staff_05,2025-09-30
ENG000635,ALM00635,3,0,0,0,0,58,0.964,2025-08-24,3,Low,Staff_07,2025-10-25
ENG000636,ALM00636,2,0,0,0,0,47,0.837,2025-08-05,2,Low,Staff_11,2025-08-26
ENG000637,ALM00637,3,0,0,0,0,40,0.817,2025-10-19,2,Low,Staff_12,2025-09-26
ENG000638,ALM00638,2,1,100000,1,2,95,0.533,2025-08-09,9,Medium,Staff_18,2025-09-28
ENG000639,ALM00639,2,0,0,0,0,45,0.215,2025-09-01,2,Low,Staff_18,2025-09-08
ENG000640,ALM00640,4,1,25000,0,0,61,0.645,2025-05-25,8,Medium,Staff_16,2025-10-23
ENG000641,ALM00641,0,0,0,1,38,68,0.241,2025-05-07,3,Low,Staff_08,2025-10-15
ENG000642,ALM00642,2,0,0,0,0,41,0.298,2025-07-26,2,Low,Staff_05,2025-10-04
ENG000643,ALM00643,2,2,125000,0,0,76,0.675,2025-10-21,8,Medium,Staff_18,2025-08-08
ENG000644,ALM00644,1,0,0,0,0,100,0.923,2025-10-19,4,Low,Staff_09,2025-09-09
ENG000645,ALM00645,0,1,201,1,72,85,0.824,2025-10-21,4,Low,Staff_12,2025-09-07
ENG000646,ALM00646,3,0,0,0,0,70,0.703,2025-07-23,3,Low,Staff_13,2025-08-18
ENG000647,ALM00647,4,2,10211,0,0,42,0.5,2025-06-21,7,Low,Staff_06,2025-09-08
ENG000648,ALM00648,1,0,0,1,8,97,0.012,2025-05-22,4,Low,Staff_17,2025-09-11
ENG000649,ALM00649,0,0,0,0,0,95,0.217,2025-09-13,3,Low,Staff_18,2025-10-12
ENG000650,ALM00650,1,3,1081,0,0,82,0.836,2025-05-29,4,Low,Staff_12,2025-10-05
ENG000651,ALM00651,3,0,0,0,0,80,0.836,2025-07-12,4,Low,Staff_06,2025-09-25
ENG000652,ALM00652,3,1,290,0,0,88,0.929,2025-07-20,4,Low,Staff_18,2025-09-04
ENG000653,ALM00653,3,2,25327,0,0,69,0.858,2025-08-12,7,Low,Staff_10,2025-09-21
ENG000654,ALM00654,0,0,0,0,0,64,0.23,2025-07-15,2,Low,Staff_18,2025-10-22
ENG000655,ALM00655,2,0,0,0,0,94,0.335,2025-05-24,4,Low,Staff_13,2025-10-27
ENG000656,ALM00656,3,0,0,0,0,50,0.634,2025-10-22,3,Low,Staff_18,2025-09-20
ENG000657,ALM00657,0,0,0,0,0,36,0.068,2025-10-16,1,Low,Staff_13,2025-10-10
ENG000658,ALM00658,4,0,0,0,0,60,0.455,2025-09-06,4,Low,Staff_07,2025-08-21
ENG000659,ALM00659,3,2,250213,0,0,46,0.016,2025-09-14,6,Low,Staff_12,2025-10-19
ENG000660,ALM00660,1,1,100000,0,0,67,0.744,2025-08-08,6,Low,Staff_05,2025-10-25
ENG000661,ALM00661,1,0,0,0,0,53,0.409,2025-06-21,2,Low,Staff_19,2025-10-25
ENG000662,ALM00662,3,2,75000,0,0,45,0.958,2025-09-16,6,Low,Staff_14,2025-09-20
ENG000663,ALM00663,0,0,0,0,0,63,0.51,2025-08-16,2,Low,Staff_18,2025-10-13
ENG000664,ALM00664,5,0,0,0,0,99,0.002,2025-07-08,5,Low,Staff_02,2025-09-25
ENG000665,ALM00665,3,1,252,0,0,89,0.273,2025-10-27,4,Low,Staff_14,2025-08-30
ENG000666,ALM00666,4,1,182,0,0,45,0.153,2025-06-15,3,Low,Staff_13,2025-10-26
ENG000667,ALM00667,1,0,0,0,0,31,0.058,2025-05-28,1,Low,Staff_20,2025-09-23
ENG000668,ALM00668,4,0,0,0,0,37,0.101,2025-07-29,3,Low,Staff_03,2025-10-18
ENG000669,ALM00669,1,0,0,0,0,42,0.4,2025-10-30,1,Low,Staff_04,2025-10-18
ENG000670,ALM00670,2,0,0,0,0,100,0.6,2025-10-27,5,Low,Staff_17,2025-08-16
ENG000671,ALM00671,3,0,0,0,0,80,0.766,2025-07-29,4,Low,Staff_01,2025-08-21
ENG000672,ALM00672,0,0,0,0,0,31,0.356,2025-10-19,1,Low,Staff_14,2025-10-23
ENG000673,ALM00673,4,0,0,0,0,93,0.795,2025-08-14,5,Low,Staff_14,2025-08-09
ENG000674,ALM00674,1,0,0,0,0,84,0.814,2025-08-22,3,Low,Staff_17,2025-10-30
ENG000675,ALM00675,3,0,0,0,0,78,0.272,2025-08-26,4,Low,Staff_02,2025-09-06
ENG000676,ALM00676,1,0,0,0,0,46,0.544,2025-10-25,1,Low,Staff_10,2025-08-16
ENG000677,ALM00677,1,1,10000,0,0,35,0.664,2025-07-13,5,Low,Staff_02,2025-09-14
ENG000678,ALM00678,1,0,0,1,84,57,0.951,2025-05-12,3,Low,Staff_02,2025-10-22
ENG000679,ALM00679,2,0,0,0,0,88,0.601,2025-07-16,4,Low,Staff_18,2025-11-01
ENG000680,ALM00680,1,1,263,0,0,58,0.754,2025-09-30,2,Low,Staff_03,2025-10-18
ENG000681,ALM00681,2,0,0,1,17,36,0.987,2025-08-06,3,Low,Staff_15,2025-08-26
ENG000682,ALM00682,3,0,0,0,0,71,0.036,2025-09-01,3,Low,Staff_14,2025-09-15
ENG000683,ALM00683,3,1,25000,0,0,76,0.514,2025-09-17,8,Medium,Staff_01,2025-10-11
ENG000684,ALM00684,1,0,0,0,0,79,0.984,2025-05-30,3,Low,Staff_14,2025-09-01
ENG000685,ALM00685,2,0,0,0,0,37,0.282,2025-10-19,2,Low,Staff_10,2025-09-25
ENG000686,ALM00686,1,0,0,0,0,61,0.998,2025-10-23,2,Low,Staff_13,2025-09-04
ENG000687,ALM00687,3,2,100493,0,0,100,0.294,2025-06-01,9,Medium,Staff_17,2025-10-08
ENG000688,ALM00688,2,0,0,0,0,85,0.383,2025-11-01,4,Low,Staff_18,2025-09-20
ENG000689,ALM00689,3,0,0,0,0,45,0.237,2025-10-15,2,Low,Staff_13,2025-09-21
ENG000690,ALM00690,2,0,0,1,72,35,0.232,2025-10-30,3,Low,Staff_02,2025-10-26
ENG000691,ALM00691,5,0,0,0,0,66,0.444,2025-10-16,4,Low,Staff_12,2025-10-04
ENG000692,ALM00692,2,1,375,0,0,51,0.203,2025-10-29,3,Low,Staff_12,2025-10-09
ENG000693,ALM00693,2,0,0,0,0,94,0.65,2025-09-07,4,Low,Staff_18,2025-09-07
ENG000694,ALM00694,1,1,366,0,0,88,0.103,2025-08-29,3,Low,Staff_01,2025-10-18
ENG000695,ALM00695,0,0,0,0,0,91,0.86,2025-09-01,3,Low,Staff_04,2025-08-19
ENG000696,ALM00696,1,1,25000,0,0,85,0.013,2025-10-25,7,Low,Staff_19,2025-08-15
ENG000697,ALM00697,1,0,0,0,0,47,0.371,2025-08-31,1,Low,Staff_02,2025-09-05
ENG000698,ALM00698,1,0,0,0,0,47,0.403,2025-07-28,1,Low,Staff_19,2025-08-21
ENG000699,ALM00699,2,0,0,0,0,81,0.976,2025-06-09,4,Low,Staff_11,2025-08-25
ENG000700,ALM00700,3,0,0,0,0,85,0.674,2025-05-22,4,Low,Staff_10,2025-09-21
ENG000701,ALM00701,1,0,0,1,89,53,0.562,2025-10-16,3,Low,Staff_17,2025-10-27
ENG000702,ALM00702,1,0,0,0,0,59,0.508,2025-07-07,2,Low,Staff_06,2025-08-24
ENG000703,ALM00703,2,0,0,1,77,59,0.647,2025-07-21,4,Low,Staff_07,2025-10-15
ENG000704,ALM00704,1,1,400,0,0,96,0.833,2025-10-06,3,Low,Staff_05,2025-08-20
ENG000705,ALM00705,1,0,0,0,0,99,0.581,2025-08-01,3,Low,Staff_14,2025-10-07
ENG000706,ALM00706,2,0,0,0,0,83,0.848,2025-06-28,4,Low,Staff_05,2025-09-11
ENG000707,ALM00707,1,0,0,0,0,88,0.331,2025-08-25,3,Low,Staff_15,2025-09-16
ENG000708,ALM00708,1,0,0,0,0,100,0.725,2025-10-20,4,Low,Staff_09,2025-08-09
ENG000709,ALM00709,3,1,301,0,0,99,0.881,2025-05-15,4,Low,Staff_19,2025-09-14
ENG000710,ALM00710,3,0,0,1,98,35,0.727,2025-05-20,3,Low,Staff_13,2025-10-29
ENG000711,ALM00711,6,2,495,2,3,56,0.598,2025-06-17,7,Low,Staff_01,2025-08-30
ENG000712,ALM00712,6,1,100000,0,0,67,0.85,2025-05-29,9,Medium,Staff_11,2025-09-22
ENG000713,ALM00713,1,3,250621,0,0,63,0.528,2025-06-29,6,Low,Staff_04,2025-09-07
ENG000714,ALM00714,5,1,446,0,0,72,0.128,2025-06-26,4,Low,Staff_02,2025-09-09
ENG000715,ALM00715,0,0,0,0,0,50,0.935,2025-07-17,2,Low,Staff_02,2025-10-24
ENG000716,ALM00716,2,1,240,0,0,80,0.924,2025-08-18,4,Low,Staff_08,2025-08-04
ENG000717,ALM00717,3,0,0,0,0,88,0.111,2025-05-16,4,Low,Staff_17,2025-08-19
ENG000718,ALM00718,0,1,146,0,0,89,0.625,2025-10-08,3,Low,Staff_18,2025-09-17
ENG000719,ALM00719,2,0,0,0,0,72,0.2,2025-07-11,3,Low,Staff_16,2025-08-04
ENG000720,ALM00720,5,1,397,0,0,31,0.132,2025-10-15,3,Low,Staff_18,2025-10-11
ENG000721,ALM00721,2,0,0,0,0,69,0.852,2025-10-24,3,Low,Staff_06,2025-10-27
ENG000722,ALM00722,3,2,303,0,0,47,0.721,2025-10-23,2,Low,Staff_10,2025-10-03
ENG000723,ALM00723,3,1,250000,1,12,78,0.578,2025-08-05,9,Medium,Staff_20,2025-09-02
ENG000724,ALM00724,0,0,0,1,79,38,0.645,2025-10-01,2,Low,Staff_18,2025-08-06
ENG000725,ALM00725,3,1,239,1,55,55,0.236,2025-09-15,4,Low,Staff_19,2025-09-08
ENG000726,ALM00726,7,0,0,0,0,71,0.107,2025-10-20,5,Low,Staff_13,2025-10-05
ENG000727,ALM00727,3,0,0,0,0,36,0.624,2025-10-04,2,Low,Staff_10,2025-08-09
ENG000728,ALM00728,0,2,337,0,0,54,0.929,2025-07-22,2,Low,Staff_11,2025-08-15
ENG000729,ALM00729,2,1,299,0,0,49,0.335,2025-08-15,2,Low,Staff_13,2025-09-10
ENG000730,ALM00730,2,1,63,1,42,74,0.514,2025-10-04,4,Low,Staff_16,2025-09-21
ENG000731,ALM00731,1,0,0,1,53,43,0.326,2025-10-01,2,Low,Staff_20,2025-09-18
ENG000732,ALM00732,1,2,595,0,0,55,0.431,2025-05-10,2,Low,Staff_17,2025-08-12
ENG000733,ALM00733,1,1,65,0,0,77,0.923,2025-09-20,3,Low,Staff_12,2025-09-08
ENG000734,ALM00734,1,0,0,0,0,69,0.209,2025-07-31,2,Low,Staff_07,2025-10-31
ENG000735,ALM00735,0,0,0,0,0,93,0.166,2025-10-31,3,Low,Staff_05,2025-10-22
ENG000736,ALM00736,2,1,486,0,0,100,0.075,2025-08-26,5,Low,Staff_07,2025-11-01
ENG000737,ALM00737,1,1,262,1,14,77,0.829,2025-08-23,4,Low,Staff_07,2025-09-27
ENG000738,ALM00738,1,1,100000,0,0,38,0.44,2025-10-17,5,Low,Staff_09,2025-10-01
ENG000739,ALM00739,3,0,0,0,0,40,0.206,2025-09-04,2,Low,Staff_02,2025-08-25
ENG000740,ALM00740,1,0,0,1,20,63,0.536,2025-07-10,3,Low,Staff_11,2025-10-12
ENG000741,ALM00741,1,1,377,0,0,41,0.403,2025-09-05,1,Low,Staff_19,2025-09-17
ENG000742,ALM00742,3,0,0,1,92,98,0.779,2025-10-09,5,Low,Staff_02,2025-08-25
ENG000743,ALM00743,1,3,10650,0,0,80,0.879,2025-07-29,7,Low,Staff_14,2025-10-14
ENG000744,ALM00744,3,0,0,0,0,82,0.84,2025-09-06,4,Low,Staff_11,2025-09-02
ENG000745,ALM00745,1,0,0,0,0,43,0.018,2025-07-21,1,Low,Staff_07,2025-09-02
ENG000746,ALM00746,3,1,414,0,0,36,0.975,2025-07-24,2,Low,Staff_19,2025-09-09
ENG000747,ALM00747,4,1,462,0,0,67,0.484,2025-07-31,4,Low,Staff_11,2025-10-04
ENG000748,ALM00748,1,0,0,0,0,62,0.42,2025-10-10,2,Low,Staff_05,2025-09-21
ENG000749,ALM00749,1,2,125000,0,0,56,0.331,2025-08-04,6,Low,Staff_01,2025-09-12
ENG000750,ALM00750,3,0,0,1,31,86,0.34,2025-09-06,5,Low,Staff_04,2025-08-22
ENG000751,ALM00751,1,1,499,0,0,62,0.235,2025-07-12,2,Low,Staff_13,2025-10-24
ENG000752,ALM00752,1,0,0,0,0,59,0.953,2025-09-10,2,Low,Staff_03,2025-08-24
ENG000753,ALM00753,1,1,411,0,0,65,0.982,2025-09-10,2,Low,Staff_13,2025-09-22
ENG000754,ALM00754,6,0,0,1,73,48,0.333,2025-10-23,5,Low,Staff_07,2025-09-30
ENG000755,ALM00755,2,1,107,0,0,37,0.868,2025-08-04,2,Low,Staff_13,2025-10-16
ENG000756,ALM00756,1,0,0,1,26,87,0.49,2025-10-01,4,Low,Staff_19,2025-10-05
ENG000757,ALM00757,2,1,461,0,0,31,0.045,2025-07-26,2,Low,Staff_19,2025-10-23
ENG000758,ALM00758,5,0,0,0,0,69,0.647,2025-05-14,4,Low,Staff_14,2025-10-30
ENG000759,ALM00759,6,1,50000,0,0,70,0.718,2025-10-29,9,Medium,Staff_08,2025-09-24
ENG000760,ALM00760,2,0,0,0,0,99,0.997,2025-08-19,4,Low,Staff_12,2025-10-06
ENG000761,ALM00761,2,1,450,0,0,69,0.754,2025-06-08,3,Low,Staff_03,2025-08-19
ENG000762,ALM00762,1,1,50000,0,0,38,0.062,2025-10-25,5,Low,Staff_04,2025-10-21
ENG000763,ALM00763,4,0,0,0,0,87,0.873,2025-07-17,5,Low,Staff_01,2025-09-14
ENG000764,ALM00764,1,0,0,0,0,80,0.007,2025-07-26,3,Low,Staff_11,2025-09-30
ENG000765,ALM00765,2,2,515,0,0,39,0.449,2025-06-19,2,Low,Staff_17,2025-10-09
ENG000766,ALM00766,2,1,299,0,0,65,0.087,2025-09-08,3,Low,Staff_19,2025-08-22
ENG000767,ALM00767,2,0,0,0,0,33,0.775,2025-05-26,2,Low,Staff_19,2025-10-21
ENG000768,ALM00768,5,0,0,0,0,30,0.543,2025-10-09,3,Low,Staff_09,2025-09-27
ENG000769,ALM00769,3,2,784,0,0,71,0.972,2025-10-27,3,Low,Staff_13,2025-10-05
ENG000770,ALM00770,1,1,397,0,0,100,0.421,2025-10-19,4,Low,Staff_02,2025-08-16
ENG000771,ALM00771,3,1,100000,0,0,78,0.694,2025-09-26,8,Medium,Staff_17,2025-09-26
ENG000772,ALM00772,2,0,0,2,6,93,0.418,2025-06-27,6,Low,Staff_16,2025-08-23
ENG000773,ALM00773,0,1,25000,0,0,78,0.797,2025-09-07,7,Low,Staff_14,2025-10-25
ENG000774,ALM00774,1,1,84,0,0,82,0.496,2025-10-04,3,Low,Staff_20,2025-10-27
ENG000775,ALM00775,1,2,250292,1,17,48,0.818,2025-10-17,6,Low,Staff_14,2025-10-03
ENG000776,ALM00776,2,1,413,0,0,73,0.962,2025-07-20,3,Low,Staff_17,2025-10-08
ENG000777,ALM00777,3,1,410,0,0,71,0.511,2025-10-07,3,Low,Staff_13,2025-10-14
ENG000778,ALM00778,2,0,0,0,0,80,0.644,2025-09-20,4,Low,Staff_01,2025-10-09
ENG000779,ALM00779,1,0,0,1,80,46,0.748,2025-07-11,2,Low,Staff_20,2025-09-07
ENG000780,ALM00780,1,0,0,1,30,48,0.27,2025-06-30,2,Low,Staff_14,2025-09-15
ENG000781,ALM00781,2,0,0,1,80,65,0.981,2025-10-20,4,Low,Staff_01,2025-08-13
ENG000782,ALM00782,2,0,0,0,0,50,0.227,2025-10-18,3,Low,Staff_09,2025-10-03
ENG000783,ALM00783,0,0,0,0,0,57,0.501,2025-07-06,2,Low,Staff_19,2025-10-26
ENG000784,ALM00784,0,1,403,1,63,94,0.161,2025-06-27,4,Low,Staff_02,2025-08-31
ENG000785,ALM00785,3,0,0,1,14,84,0.17,2025-06-30,5,Low,Staff_12,2025-09-19
ENG000786,ALM00786,2,1,436,0,0,95,0.915,2025-09-04,4,Low,Staff_18,2025-08-24
ENG000787,ALM00787,5,0,0,0,0,46,0.923,2025-05-24,3,Low,Staff_14,2025-11-01
ENG000788,ALM00788,5,2,847,0,0,100,0.344,2025-07-25,6,Low,Staff_01,2025-10-24
ENG000789,ALM00789,2,3,634,0,0,58,0.918,2025-05-27,3,Low,Staff_14,2025-10-21
ENG000790,ALM00790,2,0,0,0,0,46,0.263,2025-08-03,2,Low,Staff_03,2025-10-03
ENG000791,ALM00791,2,1,259,0,0,44,0.632,2025-08-27,2,Low,Staff_07,2025-08-28
ENG000792,ALM00792,1,0,0,0,0,78,0.754,2025-07-18,3,Low,Staff_04,2025-09-01
ENG000793,ALM00793,1,1,409,0,0,61,0.796,2025-08-01,2,Low,Staff_18,2025-09-02
ENG000794,ALM00794,0,1,423,0,0,63,0.756,2025-05-25,2,Low,Staff_19,2025-09-03
ENG000795,ALM00795,5,1,250000,0,0,59,0.948,2025-07-29,8,Medium,Staff_13,2025-09-06
ENG000796,ALM00796,2,0,0,0,0,51,0.434,2025-05-23,3,Low,Staff_02,2025-08-07
ENG000797,ALM00797,4,0,0,0,0,36,0.741,2025-06-21,3,Low,Staff_10,2025-08-29
ENG000798,ALM00798,0,0,0,0,0,41,0.529,2025-09-07,1,Low,Staff_13,2025-08-13
ENG000799,ALM00799,4,0,0,0,0,63,0.8,2025-10-21,4,Low,Staff_14,2025-10-03
ENG000800,ALM00800,6,0,0,0,0,32,0.364,2025-06-23,4,Low,Staff_04,2025-09-02
ENG000801,ALM00801,0,0,0,0,0,46,0.433,2025-07-07,1,Low,Staff_19,2025-10-27
ENG000802,ALM00802,3,1,461,0,0,50,0.768,2025-07-08,3,Low,Staff_01,2025-10-04
ENG000803,ALM00803,2,0,0,0,0,69,0.742,2025-08-01,3,Low,Staff_11,2025-09-05
ENG000804,ALM00804,0,0,0,0,0,75,0.205,2025-07-14,3,Low,Staff_07,2025-08-17
ENG000805,ALM00805,4,1,100000,1,61,31,0.955,2025-05-06,8,Medium,Staff_09,2025-10-04
ENG000806,ALM00806,1,0,0,0,0,84,0.303,2025-08-18,3,Low,Staff_10,2025-08-17
ENG000807,ALM00807,3,3,912,0,0,70,0.174,2025-07-05,3,Low,Staff_11,2025-08-08
ENG000808,ALM00808,3,0,0,0,0,74,0.823,2025-10-29,3,Low,Staff_17,2025-09-04
ENG000809,ALM00809,4,0,0,0,0,39,0.933,2025-07-03,3,Low,Staff_19,2025-09-08
ENG000810,ALM00810,2,3,50615,0,0,99,0.467,2025-06-25,8,Medium,Staff_19,2025-10-02
ENG000811,ALM00811,3,1,100000,0,0,100,0.265,2025-07-12,9,Medium,Staff_07,2025-09-06
ENG000812,ALM00812,0,1,263,0,0,67,0.387,2025-07-14,2,Low,Staff_02,2025-09-25
ENG000813,ALM00813,2,0,0,0,0,78,0.847,2025-07-23,4,Low,Staff_05,2025-09-14
ENG000814,ALM00814,4,2,100321,0,0,66,0.953,2025-07-08,8,Medium,Staff_13,2025-09-05
ENG000815,ALM00815,4,0,0,0,0,45,0.408,2025-07-19,3,Low,Staff_04,2025-08-16
ENG000816,ALM00816,3,0,0,0,0,82,0.15,2025-09-09,4,Low,Staff_17,2025-08-17
ENG000817,ALM00817,5,0,0,0,0,71,0.875,2025-07-29,4,Low,Staff_07,2025-08-19
ENG000818,ALM00818,1,0,0,0,0,55,0.665,2025-06-15,2,Low,Staff_12,2025-09-11
ENG000819,ALM00819,1,1,100000,0,0,68,0.962,2025-08-05,6,Low,Staff_02,2025-10-31
ENG000820,ALM00820,2,0,0,0,0,56,0.535,2025-08-21,3,Low,Staff_11,2025-08-09
ENG000821,ALM00821,5,0,0,0,0,94,0.724,2025-05-16,5,Low,Staff_08,2025-08-04
ENG000822,ALM00822,2,0,0,0,0,96,0.109,2025-10-05,4,Low,Staff_19,2025-08-26
ENG000823,ALM00823,3,1,358,0,0,38,0.946,2025-08-19,2,Low,Staff_15,2025-08-19
ENG000824,ALM00824,1,1,250000,0,0,78,0.363,2025-10-25,7,Low,Staff_08,2025-09-02
ENG000825,ALM00825,4,1,100000,0,0,55,0.497,2025-05-12,8,Medium,Staff_04,2025-08-18
ENG000826,ALM00826,1,0,0,1,88,42,0.497,2025-10-11,2,Low,Staff_09,2025-09-25
ENG000827,ALM00827,2,1,50000,0,0,75,0.666,2025-09-25,8,Medium,Staff_17,2025-08-04
ENG000828,ALM00828,1,0,0,0,0,92,0.971,2025-10-09,3,Low,Staff_18,2025-09-11
ENG000829,ALM00829,4,2,535,0,0,38,0.283,2025-07-18,3,Low,Staff_16,2025-09-16
ENG000830,ALM00830,1,2,552,0,0,66,0.399,2025-09-16,2,Low,Staff_04,2025-09-13
ENG000831,ALM00831,1,3,250916,1,64,67,0.638,2025-05-09,7,Low,Staff_03,2025-08-31
ENG000832,ALM00832,2,0,0,0,0,58,0.965,2025-08-29,3,Low,Staff_12,2025-10-30
ENG000833,ALM00833,2,0,0,0,0,56,0.449,2025-07-31,3,Low,Staff_04,2025-10-19
ENG000834,ALM00834,3,1,348,0,0,71,0.938,2025-07-26,3,Low,Staff_12,2025-08-29
ENG000835,ALM00835,4,0,0,0,0,87,0.399,2025-05-28,5,Low,Staff_09,2025-10-12
ENG000836,ALM00836,2,1,25000,0,0,53,0.109,2025-06-17,7,Low,Staff_08,2025-10-20
ENG000837,ALM00837,2,0,0,0,0,32,0.285,2025-10-10,2,Low,Staff_11,2025-10-28
ENG000838,ALM00838,5,1,10000,0,0,53,0.357,2025-09-24,8,Medium,Staff_14,2025-11-01
ENG000839,ALM00839,5,0,0,0,0,45,0.102,2025-10-18,3,Low,Staff_15,2025-08-10
ENG000840,ALM00840,1,1,389,0,0,42,0.213,2025-06-28,1,Low,Staff_05,2025-08-24
ENG000841,ALM00841,2,1,50000,0,0,88,0.632,2025-10-12,8,Medium,Staff_05,2025-10-16
ENG000842,ALM00842,2,2,10307,0,0,31,0.898,2025-10-29,6,Low,Staff_09,2025-09-28
ENG000843,ALM00843,1,0,0,0,0,30,0.551,2025-07-31,1,Low,Staff_15,2025-09-12
ENG000844,ALM00844,2,2,543,0,0,87,0.683,2025-07-15,4,Low,Staff_09,2025-10-11
ENG000845,ALM00845,2,0,0,0,0,65,0.106,2025-09-04,3,Low,Staff_12,2025-10-01
ENG000846,ALM00846,3,0,0,0,0,73,0.395,2025-06-03,3,Low,Staff_01,2025-09-03
ENG000847,ALM00847,4,2,591,0,0,60,0.481,2025-08-20,4,Low,Staff_09,2025-08-05
ENG000848,ALM00848,2,0,0,0,0,43,0.481,2025-05-18,2,Low,Staff_08,2025-09-20
ENG000849,ALM00849,2,1,430,0,0,45,0.114,2025-06-12,2,Low,Staff_01,2025-10-14
ENG000850,ALM00850,2,0,0,0,0,61,0.979,2025-08-21,3,Low,Staff_04,2025-10-19
ENG000851,ALM00851,3,0,0,0,0,47,0.845,2025-06-30,2,Low,Staff_19,2025-10-12
ENG000852,ALM00852,3,2,744,0,0,58,0.708,2025-07-01,3,Low,Staff_15,2025-08-06
ENG000853,ALM00853,3,1,363,0,0,43,0.747,2025-08-04,2,Low,Staff_11,2025-10-04
ENG000854,ALM00854,3,0,0,0,0,97,0.177,2025-09-05,4,Low,Staff_20,2025-09-16
ENG000855,ALM00855,2,1,50000,0,0,74,0.645,2025-08-22,7,Low,Staff_14,2025-08-27
ENG000856,ALM00856,1,0,0,0,0,32,0.367,2025-10-18,1,Low,Staff_16,2025-08-14
ENG000857,ALM00857,1,0,0,0,0,97,0.174,2025-05-08,3,Low,Staff_06,2025-09-19
ENG000858,ALM00858,3,0,0,0,0,31,0.51,2025-08-26,2,Low,Staff_07,2025-08-27
ENG000859,ALM00859,2,0,0,0,0,73,0.166,2025-06-08,3,Low,Staff_12,2025-09-18
ENG000860,ALM00860,1,0,0,0,0,84,0.261,2025-08-05,3,Low,Staff_20,2025-10-31
ENG000861,ALM00861,1,1,344,0,0,78,0.86,2025-05-12,3,Low,Staff_14,2025-09-16
ENG000862,ALM00862,2,1,328,0,0,81,0.573,2025-07-05,4,Low,Staff_04,2025-08-10
ENG000863,ALM00863,1,1,158,1,63,59,0.996,2025-09-08,3,Low,Staff_03,2025-09-17
ENG000864,ALM00864,4,1,180,0,0,56,0.815,2025-08-04,4,Low,Staff_20,2025-08-04
ENG000865,ALM00865,0,0,0,0,0,70,0.872,2025-08-10,2,Low,Staff_19,2025-09-13
ENG000866,ALM00866,3,0,0,0,0,98,0.39,2025-09-20,4,Low,Staff_07,2025-10-08
ENG000867,ALM00867,3,0,0,0,0,47,0.788,2025-09-21,2,Low,Staff_17,2025-08-30
ENG000868,ALM00868,4,0,0,0,0,67,0.62,2025-07-01,4,Low,Staff_18,2025-08-04
ENG000869,ALM00869,2,1,25000,1,5,46,0.621,2025-06-23,7,Low,Staff_07,2025-10-10
ENG000870,ALM00870,2,0,0,0,0,51,0.574,2025-06-07,3,Low,Staff_02,2025-08-05
